,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
857,857,TrialState.PRUNED,-9.982606887817383,2019-06-10 23:22:19.259495,2019-06-10 23:31:41.059268,128,0.3,0.0013675550438321984,0.95,0.9,0.2890620347812492,1024,20,857,,-10.769960403442383,-6.907336235046387,-9.982606887817383,,,,,,,,,,,,,,,,,,,
858,858,TrialState.PRUNED,-17.695215225219727,2019-06-10 23:23:11.301551,2019-06-10 23:28:33.224429,64,0.4,0.0036824335177090086,0.9,0.8,0.014346941261443114,128,50,858,,-15.500320434570312,-17.306720733642578,-17.695215225219727,,,,,,,,,,,,,,,,,,,
859,859,TrialState.PRUNED,-19.732894897460938,2019-06-10 23:24:33.572061,2019-06-10 23:35:23.391088,32,0.4,7.39441007637705e-06,0.99,1.0,0.0019314364155721931,1024,30,859,,-19.27724266052246,-20.372819900512695,-19.732894897460938,,,,,,,,,,,,,,,,,,,
860,860,TrialState.PRUNED,-17.065567016601562,2019-06-10 23:25:02.248652,2019-06-10 23:34:51.316453,32,0.4,0.0006248367921525121,0.9999,0.92,0.00016400620329531725,1024,10,860,,-16.961158752441406,-18.36569595336914,-17.065567016601562,,,,,,,,,,,,,,,,,,,
861,861,TrialState.PRUNED,-17.544443130493164,2019-06-10 23:25:21.194212,2019-06-10 23:29:45.932832,32,0.4,0.042093286152575765,0.99,0.98,1.0153142165702073e-05,128,5,861,,-16.185976028442383,-15.472448348999023,-17.544443130493164,,,,,,,,,,,,,,,,,,,
862,862,TrialState.PRUNED,-77.4859390258789,2019-06-10 23:25:47.032378,2019-06-10 23:32:15.983838,256,0.1,6.107069284577633e-05,0.995,0.99,0.001294845659872652,32,30,862,,-17.867603302001953,-30.816875457763672,-52.49635696411133,-59.708099365234375,-77.4859390258789,,,,,,,,,,,,,,,,,
863,863,TrialState.PRUNED,-12.038276672363281,2019-06-10 23:25:53.006558,2019-06-10 23:30:48.672720,256,0.2,4.3510556115396045e-05,0.995,0.98,0.17664508346940808,512,1,863,,-10.9698486328125,-14.73762035369873,-12.038276672363281,,,,,,,,,,,,,,,,,,,
864,864,TrialState.PRUNED,-15.653915405273438,2019-06-10 23:26:38.874910,2019-06-10 23:37:07.730191,64,0.1,8.864579917354264e-06,0.999,0.92,0.00544126051293627,1024,20,864,,-18.382490158081055,-16.78428077697754,-15.653915405273438,,,,,,,,,,,,,,,,,,,
865,865,TrialState.PRUNED,-14.208564758300781,2019-06-10 23:27:06.406585,2019-06-10 23:31:07.730459,256,0.1,2.8267173472198163e-07,0.95,0.92,0.09449234712114174,32,30,865,,-14.246655464172363,-14.838229179382324,-14.208564758300781,,,,,,,,,,,,,,,,,,,
866,866,TrialState.PRUNED,-23.620712280273438,2019-06-10 23:28:33.623384,2019-06-10 23:32:52.952225,256,0.3,4.05901999887189e-08,0.995,0.8,0.004641777901768694,128,5,866,,-15.372941970825195,-15.97088623046875,-23.620712280273438,,,,,,,,,,,,,,,,,,,
867,867,TrialState.PRUNED,-20.098804473876953,2019-06-10 23:29:03.970267,2019-06-10 23:32:26.751358,128,0.4,2.351118101602781e-08,0.9,0.9,0.04358277435612445,32,5,867,,-15.198614120483398,-18.085742950439453,-20.098804473876953,,,,,,,,,,,,,,,,,,,
868,868,TrialState.PRUNED,-16.8960018157959,2019-06-10 23:29:46.335137,2019-06-10 23:33:15.994553,64,0.2,1.066035515501697e-06,0.98,0.92,3.629936551127987e-05,64,10,868,,-14.996330261230469,-16.431753158569336,-16.8960018157959,,,,,,,,,,,,,,,,,,,
869,869,TrialState.PRUNED,-19.98506736755371,2019-06-10 23:29:52.168734,2019-06-10 23:34:31.212716,128,0.1,0.002493320589457048,0.99,0.95,0.022109045895840087,256,1,869,,-15.999247550964355,-17.442861557006836,-19.98506736755371,,,,,,,,,,,,,,,,,,,
870,870,TrialState.PRUNED,-16.942628860473633,2019-06-10 23:30:49.066345,2019-06-10 23:48:56.014331,256,0.1,0.030856669861836987,0.995,0.8,0.0008077954468315324,2048,30,870,,-16.364654541015625,-13.71367073059082,-16.942628860473633,,,,,,,,,,,,,,,,,,,
871,871,TrialState.PRUNED,-10.381250381469727,2019-06-10 23:31:08.126074,2019-06-10 23:36:34.698853,64,0.1,6.821134591367745e-05,0.999,0.9,0.10194259265639781,256,30,871,,-6.472784519195557,-13.681901931762695,-10.381250381469727,,,,,,,,,,,,,,,,,,,
872,872,TrialState.PRUNED,-17.401966094970703,2019-06-10 23:31:41.454924,2019-06-10 23:36:30.343461,256,0.1,0.0009880235747611948,0.95,0.98,0.046772799883436716,256,5,872,,-16.056615829467773,-17.902116775512695,-17.401966094970703,,,,,,,,,,,,,,,,,,,
873,873,TrialState.PRUNED,-17.69338607788086,2019-06-10 23:32:16.372835,2019-06-10 23:37:31.344194,32,0.1,9.376270310215339e-08,0.99,0.92,0.002577602709318426,256,10,873,,-13.0517578125,-17.07534408569336,-17.69338607788086,,,,,,,,,,,,,,,,,,,
874,874,TrialState.COMPLETE,-443.32421875,2019-06-10 23:32:27.143421,2019-06-11 00:33:30.306134,256,0.3,7.385501858909736e-07,0.995,0.9,0.00015898303140543467,16,50,874,,-21.98843002319336,-24.713193893432617,-92.72675323486328,-284.39483642578125,-550.5762329101562,-404.5762939453125,-190.51454162597656,-254.51583862304688,-511.58038330078125,-320.749755859375,-471.909912109375,-577.4007568359375,-422.37060546875,-693.0087890625,-692.5284423828125,-677.7525634765625,-687.1654052734375,-699.451171875,-713.160888671875,-714.7910766601562,-298.7489929199219,-443.32421875
875,875,TrialState.PRUNED,-23.852397918701172,2019-06-10 23:32:52.293675,2019-06-10 23:50:08.245260,64,0.4,0.019883803318603576,0.995,0.98,0.004870698770884562,2048,1,875,,-18.7943058013916,-18.05062484741211,-23.852397918701172,,,,,,,,,,,,,,,,,,,
876,876,TrialState.PRUNED,-17.570880889892578,2019-06-10 23:32:53.326160,2019-06-10 23:38:44.945103,256,0.2,0.011548963431257662,0.99,0.98,0.00016661846967685188,512,50,876,,-15.581957817077637,-16.20720100402832,-17.570880889892578,,,,,,,,,,,,,,,,,,,
877,877,TrialState.PRUNED,-18.76926040649414,2019-06-10 23:33:16.389218,2019-06-10 23:53:11.663341,256,0.4,2.7435689945961755e-07,0.9999,1.0,3.966389694741947e-05,2048,30,877,,-19.582918167114258,-17.428050994873047,-18.76926040649414,,,,,,,,,,,,,,,,,,,
878,878,TrialState.PRUNED,-18.551496505737305,2019-06-10 23:34:31.632446,2019-06-10 23:52:11.483110,32,0.4,2.4614366662437507e-08,0.98,1.0,0.015544923877958796,2048,1,878,,-14.738962173461914,-15.776723861694336,-18.551496505737305,,,,,,,,,,,,,,,,,,,
879,879,TrialState.PRUNED,-16.25252914428711,2019-06-10 23:34:51.702434,2019-06-10 23:39:48.485944,256,0.3,0.01602952414731354,0.999,0.9,0.0005773516296934001,256,10,879,,-17.098388671875,-18.188251495361328,-16.25252914428711,,,,,,,,,,,,,,,,,,,
880,880,TrialState.PRUNED,-4.801044940948486,2019-06-10 23:35:23.777896,2019-06-10 23:44:33.513668,256,0.4,0.002350826462326799,0.95,0.9,0.10747387414215802,1024,20,880,,-6.156860828399658,-7.603941917419434,-4.801044940948486,,,,,,,,,,,,,,,,,,,
881,881,TrialState.PRUNED,-24.008718490600586,2019-06-10 23:36:30.741215,2019-06-10 23:40:18.227414,256,0.3,2.4871219009105583e-08,0.99,0.92,0.0001166802207385602,32,50,881,,-16.817882537841797,-17.941875457763672,-24.008718490600586,,,,,,,,,,,,,,,,,,,
882,882,TrialState.PRUNED,-18.285959243774414,2019-06-10 23:36:35.086844,2019-06-10 23:40:04.070107,256,0.4,2.2467255094777192e-07,0.9,0.99,0.03206807075206384,32,10,882,,-18.39173698425293,-17.055484771728516,-18.285959243774414,,,,,,,,,,,,,,,,,,,
883,883,TrialState.PRUNED,-16.53278350830078,2019-06-10 23:36:40.688943,2019-06-10 23:56:04.818116,64,0.4,1.0336998823638997e-07,0.999,0.98,4.768980260368403e-05,2048,1,883,,-15.774492263793945,-15.602274894714355,-16.53278350830078,,,,,,,,,,,,,,,,,,,
884,884,TrialState.COMPLETE,-15.857248306274414,2019-06-10 23:37:08.119935,2019-06-11 00:16:48.270932,32,0.1,2.0752064764871475e-06,0.9999,0.98,0.007206089497340554,16,10,884,,-38.450584411621094,-49.60403060913086,-169.96530151367188,-394.5625915527344,-505.3006286621094,-593.5704956054688,-587.2174072265625,-708.3170166015625,-159.731201171875,-283.4112854003906,-266.21868896484375,-503.37176513671875,-19.08518409729004,-17.254215240478516,-395.9612121582031,-518.2770385742188,-14.733220100402832,-10.36420726776123,-15.857248306274414,,,
885,885,TrialState.PRUNED,-5.191788673400879,2019-06-10 23:37:31.718677,2019-06-10 23:42:19.471014,128,0.3,0.002770873403031838,0.9999,0.99,0.21041811819521344,512,1,885,,2.331108331680298,-3.709726333618164,-5.191788673400879,,,,,,,,,,,,,,,,,,,
886,886,TrialState.PRUNED,-18.592266082763672,2019-06-10 23:38:45.335651,2019-06-10 23:44:22.612082,32,0.2,0.0005047916928022468,0.98,0.99,0.0007013014236074474,512,5,886,,-15.29284381866455,-19.018817901611328,-18.592266082763672,,,,,,,,,,,,,,,,,,,
887,887,TrialState.PRUNED,-15.916841506958008,2019-06-10 23:39:48.875504,2019-06-10 23:43:23.512848,256,0.4,3.1078775958670933e-06,0.95,0.98,5.019957061653444e-05,16,20,887,,-13.821432113647461,-17.166595458984375,-15.916841506958008,,,,,,,,,,,,,,,,,,,
888,888,TrialState.PRUNED,-16.579526901245117,2019-06-10 23:40:04.458809,2019-06-10 23:43:52.143640,64,0.1,0.02733089893102846,0.98,0.92,0.0001866201858871332,64,50,888,,-15.168200492858887,-17.622150421142578,-16.579526901245117,,,,,,,,,,,,,,,,,,,
889,889,TrialState.PRUNED,-18.721282958984375,2019-06-10 23:40:18.620442,2019-06-10 23:45:04.461927,32,0.1,0.0015279364556754346,0.95,0.99,0.006899424548803743,512,1,889,,-15.975616455078125,-21.003238677978516,-18.721282958984375,,,,,,,,,,,,,,,,,,,
890,890,TrialState.PRUNED,-18.211057662963867,2019-06-10 23:42:19.871588,2019-06-10 23:46:14.588078,256,0.4,0.06435337950171251,0.9999,0.99,2.091001609969536e-05,32,50,890,,-16.43457794189453,-14.138412475585938,-18.211057662963867,,,,,,,,,,,,,,,,,,,
891,891,TrialState.PRUNED,-16.825714111328125,2019-06-10 23:42:22.216683,2019-06-10 23:49:04.480682,32,0.3,4.975600801414942e-07,0.995,0.8,0.01211846970574382,256,30,891,,-17.265766143798828,-16.595775604248047,-16.825714111328125,,,,,,,,,,,,,,,,,,,
892,892,TrialState.PRUNED,-18.33218002319336,2019-06-10 23:43:23.904889,2019-06-10 23:48:17.685176,128,0.3,2.2677981167623724e-05,0.999,0.98,4.4416760599751025e-05,512,20,892,,-16.543649673461914,-18.42245101928711,-18.33218002319336,,,,,,,,,,,,,,,,,,,
893,893,TrialState.PRUNED,-15.525299072265625,2019-06-10 23:43:52.562420,2019-06-10 23:48:47.471524,128,0.1,0.010317406292645019,0.99,0.8,0.0329605356108971,512,20,893,,-15.087457656860352,-16.08011245727539,-15.525299072265625,,,,,,,,,,,,,,,,,,,
894,894,TrialState.PRUNED,-11.517221450805664,2019-06-10 23:44:23.003304,2019-06-10 23:54:47.085596,256,0.1,0.0014214084571833002,0.9,0.98,0.720534270345178,1024,20,894,,-4.97543478012085,-11.048666000366211,-11.517221450805664,,,,,,,,,,,,,,,,,,,
895,895,TrialState.PRUNED,-64.4863052368164,2019-06-10 23:44:33.879943,2019-06-10 23:50:12.190453,64,0.2,0.0003201084282734397,0.999,0.95,0.0012883454334970757,64,20,895,,-20.024118423461914,-35.07859420776367,-46.629302978515625,-66.21476745605469,-64.4863052368164,,,,,,,,,,,,,,,,,
896,896,TrialState.PRUNED,-17.516815185546875,2019-06-10 23:45:04.858049,2019-06-10 23:50:17.545113,128,0.2,1.18033735591751e-06,0.9,0.9,0.0004106912441826377,512,50,896,,-16.338626861572266,-15.900921821594238,-17.516815185546875,,,,,,,,,,,,,,,,,,,
897,897,TrialState.PRUNED,-12.756165504455566,2019-06-10 23:45:56.840340,2019-06-10 23:49:42.233710,32,0.1,6.870703296495622e-05,0.99,0.95,0.3363420838016747,128,1,897,,-8.018621444702148,-11.516489028930664,-12.756165504455566,,,,,,,,,,,,,,,,,,,
898,898,TrialState.PRUNED,-19.29336166381836,2019-06-10 23:46:14.983959,2019-06-10 23:49:53.279273,64,0.1,6.799658945999557e-07,0.999,0.8,2.1336871688407298e-05,128,1,898,,-15.314974784851074,-17.33767318725586,-19.29336166381836,,,,,,,,,,,,,,,,,,,
899,899,TrialState.PRUNED,-15.270174980163574,2019-06-10 23:48:18.094423,2019-06-10 23:52:51.716176,256,0.1,0.00013708420841810042,0.9,0.8,0.08345129260278751,256,10,899,,-0.7686101794242859,-3.416626453399658,-15.270174980163574,,,,,,,,,,,,,,,,,,,
900,900,TrialState.PRUNED,-17.317628860473633,2019-06-10 23:48:47.887703,2019-06-11 00:10:45.168285,64,0.4,1.4800836440804002e-07,0.9999,0.92,0.010407807687716708,2048,50,900,,-15.614387512207031,-18.289085388183594,-17.317628860473633,,,,,,,,,,,,,,,,,,,
901,901,TrialState.PRUNED,-17.284683227539062,2019-06-10 23:48:56.384176,2019-06-10 23:53:45.076220,256,0.1,8.541150729420775e-07,0.99,0.8,0.015545775384066181,512,30,901,,-17.045860290527344,-17.728717803955078,-17.284683227539062,,,,,,,,,,,,,,,,,,,
902,902,TrialState.PRUNED,-19.017498016357422,2019-06-10 23:49:04.865911,2019-06-10 23:52:57.520374,32,0.1,0.04463028878358636,0.98,0.98,0.0008496274826464555,32,20,902,,-15.748705863952637,-21.967044830322266,-19.017498016357422,,,,,,,,,,,,,,,,,,,
903,903,TrialState.PRUNED,-16.305850982666016,2019-06-10 23:49:42.628317,2019-06-10 23:54:29.152753,128,0.1,1.0332948261287878e-06,0.95,0.95,2.4450381206942865e-05,256,30,903,,-15.013603210449219,-17.202037811279297,-16.305850982666016,,,,,,,,,,,,,,,,,,,
904,904,TrialState.PRUNED,-10.380731582641602,2019-06-10 23:49:53.667122,2019-06-10 23:53:34.837802,32,0.3,0.0026959009660235053,0.95,0.9,0.18172707886316017,128,5,904,,4.9485955238342285,-6.891683101654053,-10.380731582641602,,,,,,,,,,,,,,,,,,,
905,905,TrialState.PRUNED,-18.406442642211914,2019-06-10 23:50:08.633570,2019-06-10 23:53:15.047834,256,0.4,1.1117648614220961e-08,0.995,0.99,0.0003113774598208561,32,5,905,,-16.16250228881836,-17.99805450439453,-18.406442642211914,,,,,,,,,,,,,,,,,,,
906,906,TrialState.PRUNED,-18.409465789794922,2019-06-10 23:50:12.550366,2019-06-10 23:54:50.993569,64,0.4,1.3127634936179313e-08,0.995,0.9,1.9116911765714308e-05,512,5,906,,-18.14308738708496,-15.254384994506836,-18.409465789794922,,,,,,,,,,,,,,,,,,,
907,907,TrialState.PRUNED,-16.11732292175293,2019-06-10 23:50:17.921358,2019-06-11 00:01:13.032761,64,0.2,0.0538425550483422,0.95,1.0,0.0004692531644343071,1024,50,907,,-20.858810424804688,-18.125940322875977,-16.11732292175293,,,,,,,,,,,,,,,,,,,
908,908,TrialState.PRUNED,-18.192689895629883,2019-06-10 23:50:37.253211,2019-06-10 23:56:13.979867,64,0.4,0.0004476873714748822,0.99,0.8,0.00019347439359024556,512,50,908,,-17.435697555541992,-15.844123840332031,-18.192689895629883,,,,,,,,,,,,,,,,,,,
909,909,TrialState.PRUNED,-14.33385944366455,2019-06-10 23:52:11.913349,2019-06-11 00:01:42.763456,128,0.3,0.00013400446355567837,0.999,1.0,0.05697031764236063,1024,30,909,,-7.784823417663574,-13.5484619140625,-14.33385944366455,,,,,,,,,,,,,,,,,,,
910,910,TrialState.PRUNED,-16.495052337646484,2019-06-10 23:52:52.088555,2019-06-10 23:57:56.641139,64,0.1,0.02352706999878515,0.9,0.95,0.0004004252269433321,256,20,910,,-15.510269165039062,-16.921619415283203,-16.495052337646484,,,,,,,,,,,,,,,,,,,
911,911,TrialState.PRUNED,-17.29657554626465,2019-06-10 23:52:57.897266,2019-06-10 23:56:50.022242,64,0.2,4.331417993565152e-07,0.995,0.8,9.86151321517013e-05,16,5,911,,-18.906742095947266,-15.990864753723145,-17.29657554626465,,,,,,,,,,,,,,,,,,,
912,912,TrialState.PRUNED,-9.935664176940918,2019-06-10 23:53:12.022548,2019-06-10 23:56:44.876316,64,0.1,9.766000832539202e-05,0.99,0.8,0.4899282144818157,16,1,912,,-11.535685539245605,-5.296882152557373,-9.935664176940918,,,,,,,,,,,,,,,,,,,
913,913,TrialState.PRUNED,-16.61728858947754,2019-06-10 23:53:15.400796,2019-06-10 23:56:27.691873,64,0.4,4.486134849791429e-08,0.999,0.92,0.0011977309782124437,16,1,913,,-16.37442970275879,-14.165939331054688,-16.61728858947754,,,,,,,,,,,,,,,,,,,
914,914,TrialState.PRUNED,-15.127360343933105,2019-06-10 23:53:35.260088,2019-06-10 23:56:47.057466,64,0.1,0.0004449565623454637,0.9,1.0,0.00029115407967206973,64,1,914,,-16.61062240600586,-15.339166641235352,-15.127360343933105,,,,,,,,,,,,,,,,,,,
915,915,TrialState.PRUNED,-17.979503631591797,2019-06-10 23:53:45.459321,2019-06-11 00:02:49.263744,128,0.3,6.041415454023593e-06,0.9999,0.95,0.003020775328293524,1024,1,915,,-17.094085693359375,-16.56524658203125,-17.979503631591797,,,,,,,,,,,,,,,,,,,
916,916,TrialState.PRUNED,-7.942867279052734,2019-06-10 23:54:29.527279,2019-06-10 23:57:47.369003,128,0.2,0.00016784071843446756,0.98,0.8,0.5866663648914057,64,5,916,,-11.334925651550293,-14.150381088256836,-7.942867279052734,,,,,,,,,,,,,,,,,,,
917,917,TrialState.PRUNED,-17.27192497253418,2019-06-10 23:54:47.508012,2019-06-11 00:00:17.176413,64,0.3,6.584347168971725e-06,0.9999,0.9,3.431776891755284e-05,256,1,917,,-16.309419631958008,-15.086410522460938,-17.27192497253418,,,,,,,,,,,,,,,,,,,
918,918,TrialState.PRUNED,-133.3983917236328,2019-06-10 23:54:51.361738,2019-06-11 00:05:07.931609,64,0.4,0.004945851220761864,0.95,0.8,0.006621849418856743,16,5,918,,-17.584552764892578,-156.35177612304688,-165.71775817871094,-127.0027084350586,-354.2148742675781,-100.7520751953125,-139.60379028320312,-133.3983917236328,,,,,,,,,,,,,,
919,919,TrialState.PRUNED,-16.701278686523438,2019-06-10 23:56:05.217286,2019-06-11 00:01:34.317057,64,0.1,2.5666427201928405e-05,0.999,0.9,0.0007195279255943319,256,5,919,,-16.915430068969727,-16.773609161376953,-16.701278686523438,,,,,,,,,,,,,,,,,,,
920,920,TrialState.PRUNED,-16.325702667236328,2019-06-10 23:56:14.343552,2019-06-11 00:01:00.002121,256,0.2,1.7242223792377904e-06,0.999,1.0,0.07367062262102414,512,20,920,,-16.18013572692871,-18.356307983398438,-16.325702667236328,,,,,,,,,,,,,,,,,,,
921,921,TrialState.PRUNED,-6.53271484375,2019-06-10 23:56:28.062777,2019-06-10 23:59:46.704530,32,0.1,0.003345752085831469,0.95,0.9,0.48169133238617023,16,5,921,,-5.772448539733887,-7.406756401062012,-6.53271484375,,,,,,,,,,,,,,,,,,,
922,922,TrialState.PRUNED,-8.69194221496582,2019-06-10 23:56:45.253234,2019-06-11 00:00:54.632009,128,0.4,3.129548375136804e-05,0.999,0.92,0.04623486327080435,16,30,922,,-15.814971923828125,-13.097116470336914,-8.69194221496582,,,,,,,,,,,,,,,,,,,
923,923,TrialState.PRUNED,-17.938995361328125,2019-06-10 23:56:47.419221,2019-06-11 00:06:14.285458,32,0.4,6.5706098283402064e-06,0.9999,0.95,0.002268324609679504,1024,5,923,,-17.28688621520996,-19.189594268798828,-17.938995361328125,,,,,,,,,,,,,,,,,,,
924,924,TrialState.PRUNED,-18.122577667236328,2019-06-10 23:56:50.374277,2019-06-11 00:07:27.116679,64,0.4,1.3102265758217488e-05,0.999,0.9,1.031644928069218e-05,1024,5,924,,-17.69254493713379,-17.4477596282959,-18.122577667236328,,,,,,,,,,,,,,,,,,,
925,925,TrialState.PRUNED,-20.296493530273438,2019-06-10 23:57:47.746202,2019-06-11 00:01:22.405462,64,0.1,2.2993209873518077e-07,0.9999,0.92,0.022318742595561047,16,20,925,,-17.534008026123047,-19.379932403564453,-20.296493530273438,,,,,,,,,,,,,,,,,,,
926,926,TrialState.PRUNED,-54.233001708984375,2019-06-10 23:57:57.006142,2019-06-11 00:02:28.099065,32,0.3,7.719037585080264e-06,0.9,0.9,0.006142753323049214,32,20,926,,-17.731094360351562,-44.30478286743164,-34.360984802246094,-54.233001708984375,,,,,,,,,,,,,,,,,,
927,927,TrialState.PRUNED,-9.580713272094727,2019-06-10 23:59:47.091521,2019-06-11 00:03:21.011526,32,0.2,6.287777199533715e-07,0.9999,0.8,0.8096175818261587,16,5,927,,-8.31059741973877,-9.890437126159668,-9.580713272094727,,,,,,,,,,,,,,,,,,,
928,928,TrialState.PRUNED,-14.649599075317383,2019-06-11 00:00:17.561560,2019-06-11 00:06:03.865148,256,0.2,4.002771752631354e-08,0.95,0.99,0.10445003503279406,512,20,928,,-8.226908683776855,-14.09534740447998,-14.649599075317383,,,,,,,,,,,,,,,,,,,
929,929,TrialState.PRUNED,-23.249713897705078,2019-06-11 00:00:55.019645,2019-06-11 00:05:04.755407,256,0.2,0.00029909362289950433,0.995,0.9,0.0002864640461022954,64,50,929,,-17.091838836669922,-20.292566299438477,-23.249713897705078,,,,,,,,,,,,,,,,,,,
930,930,TrialState.PRUNED,-9.733134269714355,2019-06-11 00:01:00.380801,2019-06-11 00:06:00.196912,256,0.3,0.00815958101349073,0.98,0.95,0.11441431258838228,512,30,930,,-10.531692504882812,-11.352325439453125,-9.733134269714355,,,,,,,,,,,,,,,,,,,
931,931,TrialState.PRUNED,-18.57671546936035,2019-06-11 00:01:13.403348,2019-06-11 00:05:58.402183,256,0.2,0.002491417714336442,0.995,1.0,0.00015612569240220915,512,5,931,,-18.407276153564453,-16.78396224975586,-18.57671546936035,,,,,,,,,,,,,,,,,,,
932,932,TrialState.PRUNED,-15.788368225097656,2019-06-11 00:01:22.777418,2019-06-11 00:05:15.498973,64,0.2,3.6755870341068477e-07,0.995,0.92,0.00010166914185984801,128,10,932,,-14.361538887023926,-17.051288604736328,-15.788368225097656,,,,,,,,,,,,,,,,,,,
933,933,TrialState.PRUNED,-8.619364738464355,2019-06-11 00:01:34.691636,2019-06-11 00:05:47.808407,256,0.2,1.4366652932493912e-08,0.995,0.92,0.15522426874499934,64,50,933,,-9.369925498962402,-11.021795272827148,-8.619364738464355,,,,,,,,,,,,,,,,,,,
934,934,TrialState.PRUNED,-116.11954498291016,2019-06-11 00:01:43.149894,2019-06-11 00:07:54.411460,64,0.2,0.0007504102128230278,0.99,0.92,0.000509093807559104,16,20,934,,-17.9044189453125,-35.76980209350586,-105.26292419433594,-89.00537109375,-116.11954498291016,,,,,,,,,,,,,,,,,
935,935,TrialState.PRUNED,-18.691511154174805,2019-06-11 00:02:28.501537,2019-06-11 00:05:43.070672,256,0.2,3.6328705994679817e-07,0.9999,0.9,0.00958660247439766,64,1,935,,-18.034090042114258,-16.904216766357422,-18.691511154174805,,,,,,,,,,,,,,,,,,,
936,936,TrialState.PRUNED,-16.831714630126953,2019-06-11 00:02:49.638511,2019-06-11 00:07:17.077632,32,0.1,2.813959412133083e-07,0.95,0.99,5.274794417680578e-05,128,30,936,,-17.27625274658203,-17.04895782470703,-16.831714630126953,,,,,,,,,,,,,,,,,,,
937,937,TrialState.PRUNED,-18.126712799072266,2019-06-11 00:03:21.401289,2019-06-11 00:06:40.105391,256,0.4,0.01408515328978989,0.95,0.92,0.00010777069351738853,16,5,937,,-17.550737380981445,-16.230195999145508,-18.126712799072266,,,,,,,,,,,,,,,,,,,
