,number,state,value,datetime_start,datetime_complete,params,params,params,params,params,params,params,params,system_attrs,system_attrs,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values,intermediate_values
,,,,,,batch_size,cliprange,ent_coef,gamma,lamdba,lr,n_steps,noptepochs,_number,fail_reason,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
528,528,TrialState.PRUNED,-15.876025199890137,2019-06-10 20:42:47.178708,2019-06-10 20:47:38.311574,128,0.3,0.009823018874754862,0.99,0.8,0.017593327572378453,512,1,528,,-16.120800018310547,-15.701950073242188,-15.876025199890137,,,,,,,,,,,,,,,,,,,
529,529,TrialState.PRUNED,-16.359405517578125,2019-06-10 20:43:03.931368,2019-06-10 21:01:23.796751,32,0.3,0.00027452949751162947,0.9,1.0,0.0004134782202090565,2048,5,529,,-18.16326332092285,-16.784320831298828,-16.359405517578125,,,,,,,,,,,,,,,,,,,
530,530,TrialState.PRUNED,-15.858988761901855,2019-06-10 20:43:20.453919,2019-06-10 20:53:47.924310,32,0.1,6.658750961053505e-05,0.99,0.95,0.016797010160820625,1024,10,530,,-16.933090209960938,-16.09430694580078,-15.858988761901855,,,,,,,,,,,,,,,,,,,
531,531,TrialState.PRUNED,-15.574241638183594,2019-06-10 20:43:43.475952,2019-06-10 20:48:48.575097,32,0.1,0.0011955814945341196,0.9,1.0,0.0037253827200022928,256,10,531,,-16.281192779541016,-17.33109474182129,-15.574241638183594,,,,,,,,,,,,,,,,,,,
532,532,TrialState.FAIL,-9.437681198120117,2019-06-10 20:43:50.980578,2019-06-10 20:55:43.640630,128,0.4,0.012339742324896376,0.98,0.9,0.6713011079855903,2048,10,532,Setting status of trial#532 as TrialState.FAIL because of the following error: AssertionError(),-9.437681198120117,,,,,,,,,,,,,,,,,,,,,
533,533,TrialState.PRUNED,-18.030574798583984,2019-06-10 20:43:56.859365,2019-06-10 20:54:50.001955,128,0.3,0.000839485044423543,0.95,1.0,0.00043356779950511315,1024,30,533,,-16.27765655517578,-18.246259689331055,-18.030574798583984,,,,,,,,,,,,,,,,,,,
534,534,TrialState.PRUNED,-23.194629669189453,2019-06-10 20:45:28.546680,2019-06-10 20:48:36.383757,256,0.2,7.263021240337604e-08,0.99,0.95,0.0057259796973346535,16,1,534,,-17.09408950805664,-22.239885330200195,-23.194629669189453,,,,,,,,,,,,,,,,,,,
535,535,TrialState.PRUNED,-17.092021942138672,2019-06-10 20:45:38.000793,2019-06-10 20:50:47.421673,128,0.4,0.003571207971865248,0.95,0.92,0.00920021322506556,512,5,535,,-16.691911697387695,-18.20001220703125,-17.092021942138672,,,,,,,,,,,,,,,,,,,
536,536,TrialState.PRUNED,-18.641740798950195,2019-06-10 20:46:00.817006,2019-06-10 20:50:30.661144,256,0.4,0.008621704758287257,0.995,0.9,0.006180231327952554,256,1,536,,-18.355459213256836,-15.945483207702637,-18.641740798950195,,,,,,,,,,,,,,,,,,,
537,537,TrialState.PRUNED,-16.291894912719727,2019-06-10 20:47:38.738133,2019-06-10 20:57:20.720698,64,0.3,2.1036658868207717e-08,0.95,0.9,0.006288873481426484,1024,20,537,,-15.049558639526367,-17.491817474365234,-16.291894912719727,,,,,,,,,,,,,,,,,,,
538,538,TrialState.PRUNED,-25.47564125061035,2019-06-10 20:47:57.537342,2019-06-10 20:57:03.596380,256,0.4,9.72163716328526e-05,0.995,1.0,0.0018527140662320044,1024,30,538,,-18.01001739501953,-17.785099029541016,-25.47564125061035,,,,,,,,,,,,,,,,,,,
539,539,TrialState.PRUNED,-15.4420747756958,2019-06-10 20:48:36.775553,2019-06-10 20:53:40.546190,64,0.1,0.0025099634673199835,0.95,1.0,0.037233294830493056,512,30,539,,-16.326868057250977,-16.940258026123047,-15.4420747756958,,,,,,,,,,,,,,,,,,,
540,540,TrialState.PRUNED,-15.90168285369873,2019-06-10 20:48:48.954127,2019-06-10 20:52:10.444708,128,0.4,0.061286423975555254,0.995,0.8,0.00028257466785597035,32,10,540,,-17.345596313476562,-16.175058364868164,-15.90168285369873,,,,,,,,,,,,,,,,,,,
541,541,TrialState.PRUNED,-16.30037498474121,2019-06-10 20:49:01.698391,2019-06-10 20:52:36.412493,32,0.1,0.04460667671231016,0.99,0.98,0.057683835210230315,16,5,541,,-14.402822494506836,-13.828123092651367,-16.30037498474121,,,,,,,,,,,,,,,,,,,
542,542,TrialState.PRUNED,-17.87775230407715,2019-06-10 20:50:12.596741,2019-06-10 20:53:25.374270,128,0.4,0.00016771978922733682,0.9999,0.95,4.995023874667181e-05,16,1,542,,-15.946423530578613,-16.50975227355957,-17.87775230407715,,,,,,,,,,,,,,,,,,,
543,543,TrialState.PRUNED,-17.514467239379883,2019-06-10 20:50:31.064203,2019-06-10 20:56:00.008082,32,0.4,1.050822971220229e-06,0.9999,0.8,9.863936583569194e-05,256,20,543,,-17.465221405029297,-16.07879638671875,-17.514467239379883,,,,,,,,,,,,,,,,,,,
544,544,TrialState.PRUNED,-11.911781311035156,2019-06-10 20:50:47.803131,2019-06-10 20:55:45.593369,32,0.3,0.0001379022183532279,0.98,0.8,0.2557079299636193,128,30,544,,-2.04761004447937,-13.869135856628418,-11.911781311035156,,,,,,,,,,,,,,,,,,,
545,545,TrialState.PRUNED,-17.245731353759766,2019-06-10 20:52:10.843927,2019-06-10 20:56:00.939223,256,0.1,7.371983736410043e-05,0.95,1.0,0.00014211924646540149,16,30,545,,-14.369745254516602,-16.8760929107666,-17.245731353759766,,,,,,,,,,,,,,,,,,,
546,546,TrialState.PRUNED,-18.37688636779785,2019-06-10 20:52:36.787400,2019-06-10 20:55:57.605926,256,0.1,0.004168958248424261,0.98,0.92,0.00015238394985269023,64,1,546,,-16.768056869506836,-19.93451690673828,-18.37688636779785,,,,,,,,,,,,,,,,,,,
547,547,TrialState.PRUNED,-41.00244903564453,2019-06-10 20:52:54.521386,2019-06-10 21:00:18.454014,256,0.3,0.003241052140533878,0.95,0.98,0.0005740271070219689,32,50,547,,-21.763029098510742,-23.596860885620117,-72.70223236083984,-46.98265838623047,-41.00244903564453,,,,,,,,,,,,,,,,,
548,548,TrialState.FAIL,,2019-06-10 20:53:25.779530,2019-06-10 21:00:01.824147,256,0.2,0.00410139861740638,0.95,0.98,0.4490927063411119,2048,50,548,Setting status of trial#548 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,,
549,549,TrialState.PRUNED,-17.713932037353516,2019-06-10 20:53:40.910610,2019-06-10 21:03:03.216802,128,0.2,0.017946058348752923,0.995,0.99,0.0011993268738926682,1024,20,549,,-17.920934677124023,-16.11142349243164,-17.713932037353516,,,,,,,,,,,,,,,,,,,
550,550,TrialState.PRUNED,-15.610618591308594,2019-06-10 20:53:48.285756,2019-06-10 20:59:11.674119,64,0.4,4.659958605861966e-06,0.995,0.92,0.0014561036767587775,512,1,550,,-16.598546981811523,-16.78931999206543,-15.610618591308594,,,,,,,,,,,,,,,,,,,
551,551,TrialState.PRUNED,-17.414642333984375,2019-06-10 20:54:50.398978,2019-06-10 20:58:41.284825,32,0.1,5.427192050121749e-07,0.999,0.95,3.821742354765058e-05,32,5,551,,-15.403585433959961,-15.100761413574219,-17.414642333984375,,,,,,,,,,,,,,,,,,,
552,552,TrialState.PRUNED,-11.603944778442383,2019-06-10 20:55:44.062633,2019-06-10 21:00:51.983051,128,0.3,0.0002095433074023575,0.9,0.9,0.19361557336332638,512,20,552,,-13.157055854797363,-9.429859161376953,-11.603944778442383,,,,,,,,,,,,,,,,,,,
553,553,TrialState.PRUNED,-9.007523536682129,2019-06-10 20:55:45.956103,2019-06-10 21:00:16.181350,64,0.1,0.028237928529288983,0.98,0.95,0.4707625131501215,64,50,553,,-4.61586332321167,-9.565771102905273,-9.007523536682129,,,,,,,,,,,,,,,,,,,
554,554,TrialState.PRUNED,-14.70830249786377,2019-06-10 20:55:57.970033,2019-06-10 21:01:40.948983,128,0.1,1.6834957491420565e-06,0.995,0.8,0.006656348802478531,512,50,554,,-18.315105438232422,-17.10165023803711,-14.70830249786377,,,,,,,,,,,,,,,,,,,
555,555,TrialState.PRUNED,-3.175139904022217,2019-06-10 20:56:00.356119,2019-06-10 21:03:30.233300,32,0.1,3.362131565350626e-05,0.995,0.99,0.008114898288550353,16,50,555,,-34.22803497314453,-59.92454147338867,-26.554210662841797,-33.813316345214844,-3.175139904022217,,,,,,,,,,,,,,,,,
556,556,TrialState.PRUNED,-18.669076919555664,2019-06-10 20:56:01.277222,2019-06-10 21:05:52.537418,128,0.2,0.002073739327888813,0.99,0.98,0.020019562982189588,1024,30,556,,-14.611566543579102,-18.91390609741211,-18.669076919555664,,,,,,,,,,,,,,,,,,,
557,557,TrialState.PRUNED,-17.86937141418457,2019-06-10 20:57:03.991017,2019-06-10 21:02:06.567961,128,0.3,1.2019212617469745e-07,0.98,0.98,7.986430391974884e-05,512,5,557,,-15.759033203125,-15.931836128234863,-17.86937141418457,,,,,,,,,,,,,,,,,,,
558,558,TrialState.PRUNED,-17.975313186645508,2019-06-10 20:57:21.095754,2019-06-10 21:14:35.294876,64,0.3,0.00044816566909600597,0.99,0.98,2.5637512849105782e-05,2048,1,558,,-15.172554016113281,-16.44527244567871,-17.975313186645508,,,,,,,,,,,,,,,,,,,
559,559,TrialState.PRUNED,-14.684895515441895,2019-06-10 20:57:28.879242,2019-06-10 21:01:14.125941,32,0.2,0.0004482366407129997,0.9,0.8,1.4809811081035209e-05,64,20,559,,-15.74421501159668,-14.98414134979248,-14.684895515441895,,,,,,,,,,,,,,,,,,,
560,560,TrialState.PRUNED,-14.571012496948242,2019-06-10 20:58:41.666188,2019-06-10 21:03:13.937074,128,0.2,3.6480475052360806e-08,0.999,0.9,1.309336163813222e-05,128,5,560,,-17.269479751586914,-17.266616821289062,-14.571012496948242,,,,,,,,,,,,,,,,,,,
561,561,TrialState.PRUNED,-2.4495010375976562,2019-06-10 20:59:12.049678,2019-06-10 21:21:23.784826,32,0.3,1.8501912310283522e-08,0.9999,0.99,0.09378975886972074,2048,20,561,,-7.7187180519104,-13.332180976867676,-2.4495010375976562,,,,,,,,,,,,,,,,,,,
562,562,TrialState.COMPLETE,-694.04052734375,2019-06-10 20:59:28.992578,2019-06-10 21:48:26.575118,128,0.2,0.003913234625936267,0.995,0.8,0.00045063502738377977,16,10,562,,-15.81086254119873,-38.28224563598633,-426.26641845703125,-574.2410888671875,-547.3595581054688,-484.15203857421875,-416.0603942871094,-382.3605041503906,-543.8776245117188,-532.2916259765625,-425.31256103515625,-432.5919494628906,-426.25341796875,-422.50054931640625,-689.5001831054688,-579.0225830078125,-482.83984375,-350.3206481933594,-694.04052734375,,,
563,563,TrialState.PRUNED,-240.90225219726562,2019-06-10 21:00:02.234257,2019-06-10 21:10:37.946479,64,0.2,0.005279120707335079,0.99,0.8,0.002277186411369748,32,5,563,,-15.590356826782227,-31.273117065429688,-37.969486236572266,-59.42494583129883,-251.41506958007812,-195.89547729492188,-248.06967163085938,-240.90225219726562,,,,,,,,,,,,,,
564,564,TrialState.PRUNED,-16.73470115661621,2019-06-10 21:00:16.562177,2019-06-10 21:04:59.408653,32,0.2,8.082972501870291e-06,0.995,0.95,1.3326869623827382e-05,64,50,564,,-16.505504608154297,-14.904011726379395,-16.73470115661621,,,,,,,,,,,,,,,,,,,
565,565,TrialState.PRUNED,-9.390253067016602,2019-06-10 21:00:18.816483,2019-06-10 21:04:42.928459,32,0.1,0.0021765936829792917,0.9999,0.98,0.32057428423030504,32,30,565,,-6.882774353027344,-8.803348541259766,-9.390253067016602,,,,,,,,,,,,,,,,,,,
566,566,TrialState.PRUNED,-9.971774101257324,2019-06-10 21:00:52.356885,2019-06-10 21:05:48.767120,256,0.3,0.010880624566517652,0.9999,1.0,0.2661406876651447,512,30,566,,-9.296754837036133,-7.142941951751709,-9.971774101257324,,,,,,,,,,,,,,,,,,,
567,567,TrialState.PRUNED,-17.10287094116211,2019-06-10 21:01:14.538524,2019-06-10 21:06:04.874135,256,0.2,0.004952393237811621,0.999,0.9,0.0004150195429003048,256,5,567,,-15.867700576782227,-15.697355270385742,-17.10287094116211,,,,,,,,,,,,,,,,,,,
568,568,TrialState.PRUNED,-15.08831787109375,2019-06-10 21:01:24.158971,2019-06-10 21:05:50.165520,32,0.3,0.00913912379151855,0.95,0.92,0.07814862121958463,16,50,568,,-14.260533332824707,-10.233410835266113,-15.08831787109375,,,,,,,,,,,,,,,,,,,
569,569,TrialState.PRUNED,-15.493975639343262,2019-06-10 21:01:41.319752,2019-06-10 21:05:07.853097,128,0.1,4.2609052993019444e-08,0.98,0.92,2.4591815768144888e-05,32,5,569,,-15.86938190460205,-15.780202865600586,-15.493975639343262,,,,,,,,,,,,,,,,,,,
570,570,TrialState.PRUNED,-14.295806884765625,2019-06-10 21:02:06.950224,2019-06-10 21:05:21.629659,64,0.4,1.5122652972848713e-06,0.999,0.9,0.0009634602762572509,32,1,570,,-18.124645233154297,-19.308303833007812,-14.295806884765625,,,,,,,,,,,,,,,,,,,
571,571,TrialState.PRUNED,-14.99280834197998,2019-06-10 21:03:03.599545,2019-06-10 21:07:46.222608,128,0.1,1.3427548464715113e-08,0.95,0.99,4.402716151596287e-05,512,20,571,,-16.194332122802734,-19.806644439697266,-14.99280834197998,,,,,,,,,,,,,,,,,,,
572,572,TrialState.PRUNED,-17.20967674255371,2019-06-10 21:03:14.312516,2019-06-10 21:23:01.974485,128,0.2,0.06408905162689692,0.98,0.92,0.00249990900521504,2048,5,572,,-15.329629898071289,-17.353986740112305,-17.20967674255371,,,,,,,,,,,,,,,,,,,
573,573,TrialState.PRUNED,-8.547616958618164,2019-06-10 21:03:30.616469,2019-06-10 21:12:23.762863,256,0.1,0.021607399071363057,0.98,1.0,0.11174076466332919,1024,50,573,,-12.550041198730469,-6.294439315795898,-8.547616958618164,,,,,,,,,,,,,,,,,,,
574,574,TrialState.PRUNED,-18.086490631103516,2019-06-10 21:04:43.318230,2019-06-10 21:09:46.945821,128,0.4,1.1107935840473311e-07,0.9,1.0,0.00012560935608573918,512,1,574,,-14.717916488647461,-16.55217933654785,-18.086490631103516,,,,,,,,,,,,,,,,,,,
575,575,TrialState.PRUNED,-15.849466323852539,2019-06-10 21:04:52.094078,2019-06-10 21:13:03.491719,256,0.1,0.0005501574568785405,0.98,0.92,0.00032436681293825467,1024,1,575,,-16.921955108642578,-15.54969310760498,-15.849466323852539,,,,,,,,,,,,,,,,,,,
576,576,TrialState.PRUNED,-16.760326385498047,2019-06-10 21:04:59.781393,2019-06-10 21:26:31.601495,128,0.1,6.665511292991143e-07,0.995,0.8,0.00024062765573719424,2048,50,576,,-17.861717224121094,-17.73435401916504,-16.760326385498047,,,,,,,,,,,,,,,,,,,
577,577,TrialState.PRUNED,-15.574002265930176,2019-06-10 21:05:08.204605,2019-06-10 21:09:44.667334,128,0.4,3.4081864182106586e-05,0.95,0.98,6.010742106435093e-05,512,5,577,,-15.985791206359863,-16.70351219177246,-15.574002265930176,,,,,,,,,,,,,,,,,,,
578,578,TrialState.PRUNED,-9.887639045715332,2019-06-10 21:05:22.011673,2019-06-10 21:08:32.717536,32,0.3,0.0026124065039414457,0.98,0.8,0.4834083277528024,16,1,578,,-17.62224769592285,-11.092819213867188,-9.887639045715332,,,,,,,,,,,,,,,,,,,
579,579,TrialState.PRUNED,-16.818939208984375,2019-06-10 21:05:49.136898,2019-06-10 21:10:37.281415,128,0.2,3.3245824784432897e-06,0.9999,0.9,0.0011778913987759195,512,50,579,,-15.611465454101562,-15.204411506652832,-16.818939208984375,,,,,,,,,,,,,,,,,,,
580,580,TrialState.PRUNED,-15.886137008666992,2019-06-10 21:05:50.518323,2019-06-10 21:09:13.311605,256,0.3,0.00305178798950998,0.9999,0.9,0.00038275604214516083,128,1,580,,-16.428421020507812,-15.5420503616333,-15.886137008666992,,,,,,,,,,,,,,,,,,,
581,581,TrialState.PRUNED,-30.482776641845703,2019-06-10 21:05:52.884486,2019-06-10 21:09:11.369492,64,0.1,7.237087529804189e-06,0.999,0.8,0.05468671272252877,64,30,581,,-15.376211166381836,-25.899364471435547,-30.482776641845703,,,,,,,,,,,,,,,,,,,
582,582,TrialState.PRUNED,9.545735359191895,2019-06-10 21:06:05.235074,2019-06-10 21:10:39.834469,64,0.4,4.786004898189037e-06,0.95,0.95,0.288779709270092,256,1,582,,-11.962150573730469,-6.6330976486206055,9.545735359191895,,,,,,,,,,,,,,,,,,,
583,583,TrialState.FAIL,,2019-06-10 21:07:46.596427,2019-06-10 21:10:57.984729,32,0.1,0.00392900387136453,0.98,0.9,0.20332398640708554,1024,20,583,Setting status of trial#583 as TrialState.FAIL because of the following error: AssertionError(),,,,,,,,,,,,,,,,,,,,,,
584,584,TrialState.PRUNED,-19.124120712280273,2019-06-10 21:08:33.091590,2019-06-10 21:18:17.906119,64,0.3,3.3831413134412153e-06,0.995,0.92,0.002891571264153548,1024,20,584,,-18.024742126464844,-17.333545684814453,-19.124120712280273,,,,,,,,,,,,,,,,,,,
585,585,TrialState.PRUNED,-15.465359687805176,2019-06-10 21:09:11.738473,2019-06-10 21:12:43.829015,128,0.4,4.6469953978439697e-07,0.995,0.92,1.612659703105238e-05,128,20,585,,-16.007375717163086,-15.863046646118164,-15.465359687805176,,,,,,,,,,,,,,,,,,,
586,586,TrialState.PRUNED,-24.70149803161621,2019-06-10 21:09:13.702442,2019-06-10 21:12:26.994664,32,0.3,0.0007057185351429333,0.95,0.98,0.08811933906908553,16,1,586,,-13.469569206237793,-12.342676162719727,-24.70149803161621,,,,,,,,,,,,,,,,,,,
587,587,TrialState.PRUNED,-15.421679496765137,2019-06-10 21:09:45.061442,2019-06-10 21:14:41.725316,32,0.2,5.487784098726889e-07,0.98,0.9,0.09687003534918415,512,1,587,,-8.875577926635742,-13.916252136230469,-15.421679496765137,,,,,,,,,,,,,,,,,,,
588,588,TrialState.PRUNED,-17.095134735107422,2019-06-10 21:09:47.326503,2019-06-10 21:20:22.763937,32,0.2,0.0001888465541715515,0.9,0.98,0.007115140020054897,1024,5,588,,-16.96469497680664,-14.724459648132324,-17.095134735107422,,,,,,,,,,,,,,,,,,,
589,589,TrialState.PRUNED,-16.677000045776367,2019-06-10 21:10:37.660521,2019-06-10 21:15:14.194101,128,0.2,4.775357412705515e-07,0.99,0.98,0.03531467711834035,512,5,589,,-17.132930755615234,-16.87710952758789,-16.677000045776367,,,,,,,,,,,,,,,,,,,
590,590,TrialState.PRUNED,-14.893692016601562,2019-06-10 21:10:38.350896,2019-06-10 21:29:47.568240,128,0.1,0.00014762682592224665,0.9999,0.98,1.7302298660791063e-05,2048,50,590,,-14.673602104187012,-17.881378173828125,-14.893692016601562,,,,,,,,,,,,,,,,,,,
591,591,TrialState.PRUNED,-14.9127836227417,2019-06-10 21:10:40.195523,2019-06-10 21:15:21.771480,256,0.1,2.0363565763160053e-06,0.99,0.92,6.529568108919096e-05,512,1,591,,-16.302112579345703,-18.209836959838867,-14.9127836227417,,,,,,,,,,,,,,,,,,,
592,592,TrialState.PRUNED,-0.9743694067001343,2019-06-10 21:10:58.377132,2019-06-10 21:14:03.145874,32,0.1,0.034334855191229,0.9,0.99,0.27279207996156263,16,1,592,,-12.336540222167969,-13.634489059448242,-0.9743694067001343,,,,,,,,,,,,,,,,,,,
593,593,TrialState.PRUNED,-16.19344139099121,2019-06-10 21:12:24.146663,2019-06-10 21:17:03.398094,128,0.4,6.52896590587061e-06,0.9,1.0,3.4444714825630665e-05,16,50,593,,-16.537492752075195,-15.611114501953125,-16.19344139099121,,,,,,,,,,,,,,,,,,,
594,594,TrialState.PRUNED,-16.5023193359375,2019-06-10 21:12:27.354294,2019-06-10 21:16:15.712965,128,0.1,1.1899919433034796e-08,0.99,0.92,3.196183439648898e-05,64,50,594,,-14.934301376342773,-18.342975616455078,-16.5023193359375,,,,,,,,,,,,,,,,,,,
595,595,TrialState.PRUNED,-17.758563995361328,2019-06-10 21:12:44.206582,2019-06-10 21:16:44.787210,32,0.2,0.00010171440809048652,0.9999,0.9,4.643028405918991e-05,16,30,595,,-16.21712875366211,-16.699331283569336,-17.758563995361328,,,,,,,,,,,,,,,,,,,
596,596,TrialState.PRUNED,-15.886848449707031,2019-06-10 21:13:03.865704,2019-06-10 21:16:34.193771,32,0.1,3.5574848512568764e-08,0.95,1.0,1.4938837248982099e-05,16,5,596,,-16.33475112915039,-14.893178939819336,-15.886848449707031,,,,,,,,,,,,,,,,,,,
597,597,TrialState.PRUNED,-28.230871200561523,2019-06-10 21:14:03.522525,2019-06-10 21:18:34.705140,32,0.3,5.070629722037201e-07,0.98,0.99,0.012426110025284308,16,50,597,,-31.787109375,-30.0115909576416,-28.230871200561523,,,,,,,,,,,,,,,,,,,
598,598,TrialState.PRUNED,-1.8097362518310547,2019-06-10 21:14:35.674730,2019-06-10 21:18:23.475036,32,0.3,0.0003351130801427992,0.95,0.98,0.6674371816348107,16,10,598,,-1.9371665716171265,-9.805185317993164,-1.8097362518310547,,,,,,,,,,,,,,,,,,,
599,599,TrialState.PRUNED,-15.63646125793457,2019-06-10 21:14:42.083119,2019-06-10 21:20:01.569560,128,0.2,2.5878376628844757e-06,0.95,1.0,0.0009026618290681837,512,20,599,,-15.282617568969727,-18.54950523376465,-15.63646125793457,,,,,,,,,,,,,,,,,,,
600,600,TrialState.PRUNED,-7.32894229888916,2019-06-10 21:15:14.576742,2019-06-10 21:19:14.011231,64,0.1,0.0019909559776264056,0.9999,1.0,0.9587083347759838,128,10,600,,-8.011340141296387,-11.459376335144043,-7.32894229888916,,,,,,,,,,,,,,,,,,,
601,601,TrialState.PRUNED,-15.063970565795898,2019-06-10 21:15:22.181788,2019-06-10 21:19:26.881056,32,0.3,9.13406933384816e-05,0.95,0.92,0.105541937851281,32,50,601,,-13.664266586303711,-15.215490341186523,-15.063970565795898,,,,,,,,,,,,,,,,,,,
602,602,TrialState.PRUNED,-19.130962371826172,2019-06-10 21:16:16.096362,2019-06-10 21:20:00.416454,128,0.3,1.8407061911880694e-06,0.9999,0.98,0.00023398913789070418,128,5,602,,-18.077112197875977,-15.371319770812988,-19.130962371826172,,,,,,,,,,,,,,,,,,,
603,603,TrialState.PRUNED,-17.542705535888672,2019-06-10 21:16:34.561987,2019-06-10 21:21:11.952912,256,0.4,4.3584953520115424e-08,0.99,0.99,0.008364018193361208,256,1,603,,-18.101524353027344,-17.424509048461914,-17.542705535888672,,,,,,,,,,,,,,,,,,,
604,604,TrialState.PRUNED,-15.043075561523438,2019-06-10 21:16:45.147524,2019-06-10 21:21:42.879780,64,0.2,4.828524434227727e-07,0.95,1.0,0.0005794027814028683,512,10,604,,-16.92281150817871,-16.20030975341797,-15.043075561523438,,,,,,,,,,,,,,,,,,,
605,605,TrialState.PRUNED,-14.230758666992188,2019-06-10 21:17:03.793566,2019-06-10 21:21:58.229776,256,0.1,0.045316021335207964,0.9,1.0,0.06867589213784926,256,50,605,,-10.552815437316895,-8.834859848022461,-14.230758666992188,,,,,,,,,,,,,,,,,,,
606,606,TrialState.PRUNED,-18.726398468017578,2019-06-10 21:18:18.310102,2019-06-10 21:22:06.930558,32,0.1,0.00162672792068764,0.98,0.99,0.001363677874270761,128,10,606,,-17.66147804260254,-17.951190948486328,-18.726398468017578,,,,,,,,,,,,,,,,,,,
607,607,TrialState.PRUNED,-17.412885665893555,2019-06-10 21:18:23.855684,2019-06-10 21:27:33.757537,128,0.3,8.293588524242036e-08,0.999,0.8,0.0012914427418527113,1024,20,607,,-16.355852127075195,-16.57630157470703,-17.412885665893555,,,,,,,,,,,,,,,,,,,
608,608,TrialState.PRUNED,-14.699182510375977,2019-06-10 21:18:35.099408,2019-06-10 21:21:50.725374,256,0.3,2.0155476719210023e-07,0.995,0.8,0.7605926521139392,64,5,608,,-11.869441032409668,-14.46899127960205,-14.699182510375977,,,,,,,,,,,,,,,,,,,
609,609,TrialState.PRUNED,-14.627141952514648,2019-06-10 21:19:14.413820,2019-06-10 21:22:40.014237,32,0.2,3.956532269735638e-06,0.9,0.92,4.519651484537578e-05,32,20,609,,-15.905268669128418,-14.776514053344727,-14.627141952514648,,,,,,,,,,,,,,,,,,,
610,610,TrialState.PRUNED,-69.3189926147461,2019-06-10 21:19:27.266041,2019-06-10 21:25:25.396247,256,0.2,0.018917326136881213,0.995,0.98,0.0012626898748320419,64,50,610,,-19.361867904663086,-32.92233657836914,-55.83190155029297,-66.98361206054688,-69.3189926147461,,,,,,,,,,,,,,,,,
611,611,TrialState.PRUNED,-18.11187171936035,2019-06-10 21:20:00.805378,2019-06-10 21:37:15.329102,256,0.2,4.206140320122189e-06,0.99,0.95,6.936114805660988e-05,2048,20,611,,-18.32973289489746,-14.72192668914795,-18.11187171936035,,,,,,,,,,,,,,,,,,,
612,612,TrialState.PRUNED,-13.282922744750977,2019-06-10 21:20:01.952829,2019-06-10 21:23:17.731906,128,0.3,4.531999139288457e-05,0.999,0.9,0.01554850140139473,16,1,612,,-13.452871322631836,-14.115031242370605,-13.282922744750977,,,,,,,,,,,,,,,,,,,
613,613,TrialState.PRUNED,-18.255352020263672,2019-06-10 21:20:23.139605,2019-06-10 21:24:50.574742,128,0.1,6.851868693310471e-07,0.95,0.8,0.004059484360125533,128,30,613,,-15.891435623168945,-18.781383514404297,-18.255352020263672,,,,,,,,,,,,,,,,,,,
614,614,TrialState.PRUNED,-9.766603469848633,2019-06-10 21:21:12.322073,2019-06-10 21:30:23.301236,32,0.3,0.000484620585060216,0.9999,1.0,0.33484067380267457,1024,10,614,,-7.420202732086182,-8.564062118530273,-9.766603469848633,,,,,,,,,,,,,,,,,,,
615,615,TrialState.PRUNED,-17.6086368560791,2019-06-10 21:21:24.153573,2019-06-10 21:40:38.617464,128,0.3,0.0006692019137890575,0.98,0.9,0.008547315372506257,2048,5,615,,-16.005714416503906,-17.532087326049805,-17.6086368560791,,,,,,,,,,,,,,,,,,,
616,616,TrialState.PRUNED,-17.074382781982422,2019-06-10 21:21:43.254305,2019-06-10 21:27:19.247759,64,0.2,1.128005024172547e-06,0.99,0.99,0.000689817241657263,512,50,616,,-17.24225425720215,-18.350433349609375,-17.074382781982422,,,,,,,,,,,,,,,,,,,
617,617,TrialState.PRUNED,-9.99047565460205,2019-06-10 21:21:51.106900,2019-06-10 21:40:41.086566,64,0.4,0.00013614724429907222,0.9,0.8,0.2090684305040994,2048,30,617,,-12.4610013961792,-9.140974044799805,-9.99047565460205,,,,,,,,,,,,,,,,,,,
618,618,TrialState.PRUNED,-16.40477180480957,2019-06-10 21:21:58.603452,2019-06-10 21:25:34.197174,64,0.2,0.02211112850393065,0.9,0.99,0.02956221219635631,16,10,618,,-16.694255828857422,-18.39373207092285,-16.40477180480957,,,,,,,,,,,,,,,,,,,
619,619,TrialState.PRUNED,-14.181680679321289,2019-06-10 21:22:07.289756,2019-06-10 21:38:55.301602,64,0.4,0.00010220010817349285,0.995,1.0,2.4923598037331948e-05,2048,1,619,,-18.164255142211914,-14.057110786437988,-14.181680679321289,,,,,,,,,,,,,,,,,,,
620,620,TrialState.PRUNED,-32.68158721923828,2019-06-10 21:22:40.401014,2019-06-10 21:25:43.411253,256,0.1,1.5006706547564257e-05,0.98,0.9,0.01611110292194271,64,5,620,,-17.62410545349121,-21.6628360748291,-32.68158721923828,,,,,,,,,,,,,,,,,,,
